LAMMPS data file via write_data, version 4 Feb 2025, timestep = 1, units = metal

1020 atoms
2 atom types

-4.197  29.3779    xlo xhi
-29.196 4.1379     ylo yhi
-20.000 20.00      zlo zhi

Masses

1 12.011	#C
2 12.011    #C


Atoms # atomic

1        1      -1.734   0.695   2.958 
2        1      -2.661   1.104   1.984 
3        1      -3.209  -0.048   1.393 
4        1      -0.480  -1.401   3.168 
5        1       0.709  -0.674   3.357 
6        1       0.682   0.748   3.349 
7        1      -0.531   1.429   3.148 
8        1      -2.397   2.254   1.191 
9        1      -1.208   2.982   1.379 
10  	 1      -0.270   2.567   2.363 
11  	 1      -3.498  -0.063  -0.000 
12  	 1      -3.235   1.074  -0.785 
13  	 1      -0.177  -2.539   2.400 
14  	 1      -2.597  -2.334  -0.155 
15  	 1      -3.195  -1.200  -0.770 
16  	 1       1.748  -1.366   2.708 
17  	 1       1.200  -2.518   2.114 
18  	 1       1.106   2.589   2.079 
19  	 1       1.695   1.467   2.687 
20  	 1      -1.561  -3.026  -0.806 
21  	 1      -0.633  -3.438   0.169 
22  	 1      -2.771   0.639  -2.039 
23  	 1      -2.743  -0.768  -2.029 
24  	 1       2.743   0.767   2.028 
25  	 1       2.770  -0.639   2.038 
26  	 1       0.759  -3.415  -0.119 
27  	 1       1.670  -2.958   0.847 
28  	 1      -1.696  -1.467  -2.689 
29  	 1      -1.106  -2.589  -2.079 
30  	 1      -1.200   2.518  -2.115 
31  	 1      -1.747   1.366  -2.710 
32  	 1       0.633   3.438  -0.170 
33  	 1       1.561   3.027   0.806 
34  	 1       3.236  -1.074   0.785 
35  	 1       2.683  -2.240   0.185 
36  	 1       1.099   3.004  -1.422 
37  	 1       0.177   2.539  -2.400 
38  	 1      -0.709   0.673  -3.359 
39  	 1      -0.682  -0.748  -3.349 
40  	 1       0.269  -2.567  -2.364 
41  	 1       1.207  -2.982  -1.380 
42  	 1       0.532  -1.429  -3.150 
43  	 1       0.480   1.401  -3.169 
44  	 1      -1.101  -3.003   1.422 
45  	 1      -2.314  -2.322   1.222 
46  	 1      -2.621  -1.170   2.001 
47  	 1      -1.708  -0.712   2.968 
48  	 1      -2.682   2.239  -0.187 
49  	 1      -1.670   2.957  -0.847 
50  	 1      -0.758   3.415   0.120 
51  	 1       2.396  -2.254  -1.192 
52  	 1       1.734  -0.695  -2.959 
53  	 1       2.661  -1.105  -1.984 
54  	 1       3.496   0.063   0.000 
55  	 1       3.194   1.200   0.769 
56  	 1       3.209   0.048  -1.393 
57  	 1       2.596   2.335   0.155 
58  	 1       2.314   2.322  -1.224 
59  	 1       1.709   0.712  -2.968 
60  	 1       2.621   1.171  -2.001 
61  	 1       6.660   0.695   2.958 
62  	 1       5.733   1.104   1.984 
63  	 1       5.185  -0.048   1.393 
64  	 1       7.914  -1.401   3.168 
65  	 1       9.103  -0.674   3.357 
66  	 1       9.076   0.748   3.349 
67  	 1       7.863   1.429   3.148 
68  	 1       5.997   2.254   1.191 
69  	 1       7.186   2.982   1.379 
70  	 1       8.124   2.567   2.363 
71  	 1       4.896  -0.063   0.000 
72  	 1       5.159   1.074  -0.785 
73  	 1       8.217  -2.539   2.400 
74  	 1       5.797  -2.334  -0.155 
75  	 1       5.199  -1.200  -0.770 
76  	 1      10.142  -1.366   2.708 
77  	 1       9.594  -2.518   2.114 
78  	 1       9.500   2.589   2.079 
79  	 1      10.089   1.467   2.687 
80  	 1       6.833  -3.026  -0.806 
81  	 1       7.761  -3.438   0.169 
82  	 1       5.623   0.639  -2.039 
83  	 1       5.651  -0.768  -2.029 
84  	 1      11.137   0.767   2.028 
85  	 1      11.164  -0.639   2.038 
86  	 1       9.153  -3.415  -0.119 
87  	 1      10.064  -2.958   0.847 
88  	 1       6.698  -1.467  -2.689 
89  	 1       7.288  -2.589  -2.079 
90  	 1       7.194   2.518  -2.115 
91  	 1       6.647   1.366  -2.710 
92  	 1       9.027   3.438  -0.170 
93  	 1       9.955   3.027   0.806 
94  	 1      11.630  -1.074   0.785 
95  	 1      11.077  -2.240   0.185 
96  	 1       9.493   3.004  -1.422 
97  	 1       8.571   2.539  -2.400 
98  	 1       7.685   0.673  -3.359 
99  	 1       7.712  -0.748  -3.349 
100  	 1       8.663  -2.567  -2.364 
101  	 1       9.601  -2.982  -1.380 
102  	 1       8.926  -1.429  -3.150 
103  	 1       8.874   1.401  -3.169 
104  	 1       7.293  -3.003   1.422 
105  	 1       6.080  -2.322   1.222 
106  	 1       5.773  -1.170   2.001 
107  	 1       6.686  -0.712   2.968 
108  	 1       5.712   2.239  -0.187 
109  	 1       6.724   2.957  -0.847 
110  	 1       7.636   3.415   0.120 
111  	 1      10.790  -2.254  -1.192 
112  	 1      10.128  -0.695  -2.959 
113  	 1      11.055  -1.105  -1.984 
114  	 1      11.890   0.063   0.000 
115  	 1      11.588   1.200   0.769 
116  	 1      11.603   0.048  -1.393 
117  	 1      10.990   2.335   0.155 
118  	 1      10.708   2.322  -1.224 
119  	 1      10.103   0.712  -2.968 
120  	 1      11.015   1.171  -2.001 
121  	 1      15.054   0.695   2.958 
122  	 1      14.127   1.104   1.984 
123  	 1      13.579  -0.048   1.393 
124  	 1      16.308  -1.401   3.168 
125  	 1      17.497  -0.674   3.357 
126  	 1      17.470   0.748   3.349 
127  	 1      16.257   1.429   3.148 
128  	 1      14.391   2.254   1.191 
129  	 1      15.580   2.982   1.379 
130  	 1      16.518   2.567   2.363 
131  	 1      13.290  -0.063   0.000 
132  	 1      13.553   1.074  -0.785 
133  	 1      16.611  -2.539   2.400 
134  	 1      14.191  -2.334  -0.155 
135  	 1      13.593  -1.200  -0.770 
136  	 1      18.536  -1.366   2.708 
137  	 1      17.988  -2.518   2.114 
138  	 1      17.894   2.589   2.079 
139  	 1      18.483   1.467   2.687 
140  	 1      15.227  -3.026  -0.806 
141  	 1      16.155  -3.438   0.169 
142  	 1      14.017   0.639  -2.039 
143  	 1      14.045  -0.768  -2.029 
144  	 1      19.531   0.767   2.028 
145  	 1      19.558  -0.639   2.038 
146  	 1      17.547  -3.415  -0.119 
147  	 1      18.458  -2.958   0.847 
148  	 1      15.092  -1.467  -2.689 
149  	 1      15.682  -2.589  -2.079 
150  	 1      15.588   2.518  -2.115 
151  	 1      15.041   1.366  -2.710 
152  	 1      17.421   3.438  -0.170 
153  	 1      18.349   3.027   0.806 
154  	 1      20.024  -1.074   0.785 
155  	 1      19.471  -2.240   0.185 
156  	 1      17.887   3.004  -1.422 
157  	 1      16.965   2.539  -2.400 
158  	 1      16.079   0.673  -3.359 
159  	 1      16.106  -0.748  -3.349 
160  	 1      17.057  -2.567  -2.364 
161  	 1      17.995  -2.982  -1.380 
162  	 1      17.320  -1.429  -3.150 
163  	 1      17.268   1.401  -3.169 
164  	 1      15.687  -3.003   1.422 
165  	 1      14.474  -2.322   1.222 
166  	 1      14.167  -1.170   2.001 
167  	 1      15.080  -0.712   2.968 
168  	 1      14.106   2.239  -0.187 
169  	 1      15.118   2.957  -0.847 
170  	 1      16.030   3.415   0.120 
171  	 1      19.184  -2.254  -1.192 
172  	 1      18.522  -0.695  -2.959 
173  	 1      19.449  -1.105  -1.984 
174  	 1      20.284   0.063   0.000 
175  	 1      19.982   1.200   0.769 
176  	 1      19.997   0.048  -1.393 
177  	 1      19.384   2.335   0.155 
178  	 1      19.102   2.322  -1.224 
179  	 1      18.497   0.712  -2.968 
180  	 1      19.409   1.171  -2.001 
181  	 1      23.448   0.695   2.958 
182  	 1      22.521   1.104   1.984 
183  	 1      21.973  -0.048   1.393 
184  	 1      24.702  -1.401   3.168 
185  	 1      25.891  -0.674   3.357 
186  	 1      25.864   0.748   3.349 
187  	 1      24.651   1.429   3.148 
188  	 1      22.785   2.254   1.191 
189  	 1      23.974   2.982   1.379 
190  	 1      24.912   2.567   2.363 
191  	 1      21.684  -0.063   0.000 
192  	 1      21.947   1.074  -0.785 
193      1      25.005  -2.539   2.400 
194      1      22.585  -2.334  -0.155 
195      1      21.987  -1.200  -0.770 
196      1      26.930  -1.366   2.708 
197      1      26.382  -2.518   2.114 
198      1      26.288   2.589   2.079 
199      1      26.877   1.467   2.687 
200      1      23.621  -3.026  -0.806 
201      1      24.549  -3.438   0.169 
202      1      22.411   0.639  -2.039 
203      1      22.439  -0.768  -2.029 
204      1      27.925   0.767   2.028 
205      1      27.952  -0.639   2.038 
206      1      25.941  -3.415  -0.119 
207      1      26.852  -2.958   0.847 
208      1      23.486  -1.467  -2.689 
209      1      24.076  -2.589  -2.079 
210      1      23.982   2.518  -2.115 
211      1      23.435   1.366  -2.710 
212      1      25.815   3.438  -0.170 
213      1      26.743   3.027   0.806 
214      1      28.418  -1.074   0.785 
215      1      27.865  -2.240   0.185 
216      1      26.281   3.004  -1.422 
217      1      25.359   2.539  -2.400 
218      1      24.473   0.673  -3.359 
219      1      24.500  -0.748  -3.349 
220      1      25.451  -2.567  -2.364 
221      1      26.389  -2.982  -1.380 
222      1      25.714  -1.429  -3.150 
223      1      25.662   1.401  -3.169 
224      1      24.081  -3.003   1.422 
225      1      22.868  -2.322   1.222 
226      1      22.561  -1.170   2.001 
227      1      23.474  -0.712   2.968 
228      1      22.500   2.239  -0.187 
229      1      23.512   2.957  -0.847 
230      1      24.424   3.415   0.120 
231      1      27.578  -2.254  -1.192 
232      1      26.916  -0.695  -2.959 
233      1      27.843  -1.105  -1.984 
234      1      28.678   0.063   0.000 
235      1      28.376   1.200   0.769 
236      1      28.391   0.048  -1.393 
237      1      27.778   2.335   0.155 
238      1      27.496   2.322  -1.224 
239      1      26.891   0.712  -2.968 
240      1      27.803   1.171  -2.001 
241      1      -1.734  -7.658   2.958
242    1      -2.661  -7.249   1.984
243    1      -3.209  -8.401   1.393
244    1      -0.480  -9.754   3.168
245    1       0.709  -9.027   3.357
246    1       0.682  -7.605   3.349
247    1      -0.531  -6.924   3.148
248    1      -2.397  -6.099   1.191
249    1      -1.208  -5.371   1.379
250    1      -0.270  -5.786   2.363
251    1      -3.498  -8.416   0.000
252    1      -3.235  -7.279  -0.785
253    1      -0.177 -10.892   2.400
254    1      -2.597 -10.687  -0.155
255    1      -3.195  -9.553  -0.770
256    1       1.748  -9.719   2.708
257    1       1.200 -10.871   2.114
258    1       1.106  -5.764   2.079
259    1       1.695  -6.886   2.687
260    1      -1.561 -11.379  -0.806
261    1      -0.633 -11.791   0.169
262    1      -2.771  -7.714  -2.039
263    1      -2.743  -9.121  -2.029
264    1       2.743  -7.586   2.028
265    1       2.770  -8.992   2.038
266    1       0.759 -11.768  -0.119
267    1       1.670 -11.311   0.847
268    1      -1.696  -9.820  -2.689
269    1      -1.106 -10.942  -2.079
270    1      -1.200  -5.835  -2.115
271    1      -1.747  -6.987  -2.710
272    1       0.633  -4.915  -0.170
273    1       1.561  -5.326   0.806
274    1       3.236  -9.427   0.785
275    1       2.683 -10.593   0.185
276    1       1.099  -5.349  -1.422
277    1       0.177  -5.814  -2.400
278    1      -0.709  -7.680  -3.359
279    1      -0.682  -9.101  -3.349
280    1       0.269 -10.920  -2.364
281    1       1.207 -11.335  -1.380
282    1       0.532  -9.782  -3.150
283    1       0.480  -6.952  -3.169
284    1      -1.101 -11.356   1.422
285    1      -2.314 -10.675   1.222
286    1      -2.621  -9.523   2.001
287    1      -1.708  -9.065   2.968
288    1      -2.682  -6.114  -0.187
289    1      -1.670  -5.396  -0.847
290    1      -0.758  -4.938   0.120
291    1       2.396 -10.607  -1.192
292    1       1.734  -9.048  -2.959
293    1       2.661  -9.458  -1.984
294    1       3.496  -8.290   0.000
295    1       3.194  -7.153   0.769
296    1       3.209  -8.305  -1.393
297    1       2.596  -6.018   0.155
298    1       2.314  -6.031  -1.224
299    1       1.709  -7.641  -2.968
300    1       2.621  -7.182  -2.001
301    1       6.660  -7.658   2.958
302    1       5.733  -7.249   1.984
303    1       5.185  -8.401   1.393
304    1       7.914  -9.754   3.168
305    1       9.103  -9.027   3.357
306    1       9.076  -7.605   3.349
307    1       7.863  -6.924   3.148
308    1       5.997  -6.099   1.191
309    1       7.186  -5.371   1.379
310    1       8.124  -5.786   2.363
311    1       4.896  -8.416   0.000
312    1       5.159  -7.279  -0.785
313    1       8.217 -10.892   2.400
314    1       5.797 -10.687  -0.155
315    1       5.199  -9.553  -0.770
316    1      10.142  -9.719   2.708
317    1       9.594 -10.871   2.114
318    1       9.500  -5.764   2.079
319    1      10.089  -6.886   2.687
320    1       6.833 -11.379  -0.806
321    1       7.761 -11.791   0.169
322    1       5.623  -7.714  -2.039
323    1       5.651  -9.121  -2.029
324    1      11.137  -7.586   2.028
325    1      11.164  -8.992   2.038
326    1       9.153 -11.768  -0.119
327    1      10.064 -11.311   0.847
328    1       6.698  -9.820  -2.689
329    1       7.288 -10.942  -2.079
330    1       7.194  -5.835  -2.115
331    1       6.647  -6.987  -2.710
332    1       9.027  -4.915  -0.170
333    1       9.955  -5.326   0.806
334    1      11.630  -9.427   0.785
335    1      11.077 -10.593   0.185
336    1       9.493  -5.349  -1.422
337    1       8.571  -5.814  -2.400
338    1       7.685  -7.680  -3.359
339    1       7.712  -9.101  -3.349
340    1       8.663 -10.920  -2.364
341    1       9.601 -11.335  -1.380
342    1       8.926  -9.782  -3.150
343    1       8.874  -6.952  -3.169
344    1       7.293 -11.356   1.422
345    1       6.080 -10.675   1.222
346    1       5.773  -9.523   2.001
347    1       6.686  -9.065   2.968
